seq,date,home_team_id,away_team_id,team_id,elo
9,2026-06-14,GER,CUW,UZB,1748.0
10,2026-06-14,HAI,SCO,ALG,1790.0
10,2026-06-14,HAI,SCO,ARG,2115.0
10,2026-06-14,HAI,SCO,AUS,1805.9
10,2026-06-14,HAI,SCO,AUT,1820.0
10,2026-06-14,HAI,SCO,BEL,1925.0
10,2026-06-14,HAI,SCO,BIH,1783.6
10,2026-06-14,HAI,SCO,BRA,1973.5
10,2026-06-14,HAI,SCO,CAN,1784.4
10,2026-06-14,HAI,SCO,CIV,1819.8
10,2026-06-14,HAI,SCO,COD,1785.0
10,2026-06-14,HAI,SCO,COL,1888.0
10,2026-06-14,HAI,SCO,CPV,1660.0
10,2026-06-14,HAI,SCO,CRO,1900.0
10,2026-06-14,HAI,SCO,CUW,1397.4
10,2026-06-14,HAI,SCO,CZE,1791.5
10,2026-06-14,HAI,SCO,ECU,1803.2
10,2026-06-14,HAI,SCO,EGY,1808.0
10,2026-06-14,HAI,SCO,ENG,2024.0
10,2026-06-14,HAI,SCO,ESP,2129.0
10,2026-06-14,HAI,SCO,FRA,2063.0
10,2026-06-14,HAI,SCO,GER,1960.6
10,2026-06-14,HAI,SCO,GHA,1758.0
10,2026-06-14,HAI,SCO,HAI,1514.5
10,2026-06-14,HAI,SCO,IRN,1820.0
10,2026-06-14,HAI,SCO,IRQ,1580.0
10,2026-06-14,HAI,SCO,JOR,1730.0
10,2026-06-14,HAI,SCO,JPN,1850.0
10,2026-06-14,HAI,SCO,KOR,1825.5
10,2026-06-14,HAI,SCO,MAR,1902.5
10,2026-06-14,HAI,SCO,MEX,1819.8
10,2026-06-14,HAI,SCO,NED,1975.0
10,2026-06-14,HAI,SCO,NOR,1855.0
10,2026-06-14,HAI,SCO,NZL,1600.0
10,2026-06-14,HAI,SCO,PAN,1735.0
10,2026-06-14,HAI,SCO,PAR,1772.1
10,2026-06-14,HAI,SCO,POR,1989.0
10,2026-06-14,HAI,SCO,QAT,1725.6
10,2026-06-14,HAI,SCO,RSA,1725.2
10,2026-06-14,HAI,SCO,SAU,1702.0
10,2026-06-14,HAI,SCO,SCO,1820.5
10,2026-06-14,HAI,SCO,SEN,1840.0
10,2026-06-14,HAI,SCO,SUI,1850.4
10,2026-06-14,HAI,SCO,SWE,1818.0
10,2026-06-14,HAI,SCO,TUN,1762.0
10,2026-06-14,HAI,SCO,TUR,1807.1
10,2026-06-14,HAI,SCO,URU,1895.0
10,2026-06-14,HAI,SCO,USA,1835.9
10,2026-06-14,HAI,SCO,UZB,1748.0
11,2026-06-14,NED,JPN,ALG,1790.0
11,2026-06-14,NED,JPN,ARG,2115.0
11,2026-06-14,NED,JPN,AUS,1805.9
11,2026-06-14,NED,JPN,AUT,1820.0
11,2026-06-14,NED,JPN,BEL,1925.0
11,2026-06-14,NED,JPN,BIH,1783.6
11,2026-06-14,NED,JPN,BRA,1973.5
11,2026-06-14,NED,JPN,CAN,1784.4
11,2026-06-14,NED,JPN,CIV,1819.8
11,2026-06-14,NED,JPN,COD,1785.0
11,2026-06-14,NED,JPN,COL,1888.0
11,2026-06-14,NED,JPN,CPV,1660.0
11,2026-06-14,NED,JPN,CRO,1900.0
11,2026-06-14,NED,JPN,CUW,1397.4
11,2026-06-14,NED,JPN,CZE,1791.5
11,2026-06-14,NED,JPN,ECU,1803.2
11,2026-06-14,NED,JPN,EGY,1808.0
11,2026-06-14,NED,JPN,ENG,2024.0
11,2026-06-14,NED,JPN,ESP,2129.0
11,2026-06-14,NED,JPN,FRA,2063.0
11,2026-06-14,NED,JPN,GER,1960.6
11,2026-06-14,NED,JPN,GHA,1758.0
11,2026-06-14,NED,JPN,HAI,1514.5
11,2026-06-14,NED,JPN,IRN,1820.0
11,2026-06-14,NED,JPN,IRQ,1580.0
11,2026-06-14,NED,JPN,JOR,1730.0
11,2026-06-14,NED,JPN,JPN,1856.9
11,2026-06-14,NED,JPN,KOR,1825.5
11,2026-06-14,NED,JPN,MAR,1902.5
11,2026-06-14,NED,JPN,MEX,1819.8
11,2026-06-14,NED,JPN,NED,1968.1
11,2026-06-14,NED,JPN,NOR,1855.0
11,2026-06-14,NED,JPN,NZL,1600.0
11,2026-06-14,NED,JPN,PAN,1735.0
11,2026-06-14,NED,JPN,PAR,1772.1
11,2026-06-14,NED,JPN,POR,1989.0
11,2026-06-14,NED,JPN,QAT,1725.6
11,2026-06-14,NED,JPN,RSA,1725.2
11,2026-06-14,NED,JPN,SAU,1702.0
11,2026-06-14,NED,JPN,SCO,1820.5
11,2026-06-14,NED,JPN,SEN,1840.0
11,2026-06-14,NED,JPN,SUI,1850.4
11,2026-06-14,NED,JPN,SWE,1818.0
11,2026-06-14,NED,JPN,TUN,1762.0
11,2026-06-14,NED,JPN,TUR,1807.1
11,2026-06-14,NED,JPN,URU,1895.0
11,2026-06-14,NED,JPN,USA,1835.9
11,2026-06-14,NED,JPN,UZB,1748.0
12,2026-06-15,BEL,EGY,ALG,1790.0
12,2026-06-15,BEL,EGY,ARG,2115.0
12,2026-06-15,BEL,EGY,AUS,1805.9
12,2026-06-15,BEL,EGY,AUT,1820.0
12,2026-06-15,BEL,EGY,BEL,1918.5
12,2026-06-15,BEL,EGY,BIH,1783.6
12,2026-06-15,BEL,EGY,BRA,1973.5
12,2026-06-15,BEL,EGY,CAN,1784.4
12,2026-06-15,BEL,EGY,CIV,1819.8
12,2026-06-15,BEL,EGY,COD,1785.0
12,2026-06-15,BEL,EGY,COL,1888.0
12,2026-06-15,BEL,EGY,CPV,1660.0
12,2026-06-15,BEL,EGY,CRO,1900.0
12,2026-06-15,BEL,EGY,CUW,1397.4
